id,numpos,bytes,fen,dtm
KPPKRR,3197807670,1006957134,8/3k1P1P/6K1/8/4r3/8/8/r7 w - - ,297
KPPKQR,6395615340,1719656055,2r5/1P6/7q/8/8/4P3/3K4/k7 w - - ,247
KPPKQQ,3197807670,578980604,2q5/1P6/7q/8/8/4P3/3K4/k7 w - - ,247
KNNPKP,5971731414,2283648969,1N6/8/p7/8/2Pk4/8/8/1K4N1 w - - ,227
KBNPKP,12584097296,4314910299,8/8/3K4/8/8/1P6/1pk5/5B1N w - - ,205
KRNPKP,12483310868,2517442650,5N2/8/4K3/4P3/3k4/1R6/2p5/8 w - - ,241
KQNPKP,11853729288,1527145986,8/8/8/8/5Q2/4P3/1pN5/K1k5 w - - ,229
KNPKNP,12578638222,3803208630,n7/2PK3p/8/8/8/8/1k3N2/8 w - - ,207
KNPKBP,12578638222,3534140746,8/7P/8/3K3b/k2N4/8/1p6/8 w - - ,213
KNPKRP,12578638222,5996082427,8/pP6/k2N4/8/4r3/K7/8/8 w - - ,215
KNPKQP,12578638222,4789274866,8/1k1P1q2/7p/8/8/N7/8/4K3 w - - ,221
KBBPKP,6407315364,1819193751,8/8/P6K/1B6/8/3B4/1k4p1/8 w - - ,193
KRBPKP,12930597552,2292906231,8/8/3P4/8/1R2K3/7B/4p3/k7 w - - ,239
KQBPKP,12275794918,1372487814,3B4/8/8/8/8/4P1Q1/1p6/K1k5 w - - ,223
KBPKNP,13030747198,3597001739,8/5P2/8/2n5/1k6/8/1p1K4/3B4 w - - ,319
KBPKBP,13030747198,2812569094,8/P7/8/8/1k6/8/1p1K1b2/3B4 w - - ,139
KBPKRP,13030747198,5687659703,K7/8/4B2P/8/5p2/4r3/2k5/8 w - - ,207
KBPKQP,13030747198,4547429141,8/7p/8/8/8/K7/4B2P/1k1q4 w - - ,135
KRRPKP,6305657722,682748561,8/k7/8/8/2R3RP/8/7p/4K3 w - - ,435
KQRPKP,12177315210,861594166,5Q1R/8/8/8/8/8/1p2P3/K1k5 w - - ,247
KRPKNP,12929348854,4768080192,3n4/1P6/2k5/8/8/8/4K1p1/7R w - - ,395
KRPKBP,12929348854,4981749177,8/1P2R3/k7/8/8/8/2p5/1b5K w - - ,331
KRPKRP,12929348854,3523663968,8/7P/1K5R/8/1r1k4/8/4p3/8 w - - ,231
KRPKQP,12929348854,5309373444,4R3/5P2/5K2/3q4/1k6/3p4/8/8 w - - ,207
KQQPKP,5678664554,235363314,8/8/8/Q7/6Q1/8/1p1P4/K1k5 w - - ,217
KQPKNP,12269985740,2757891482,8/n7/8/1K6/8/4PQ2/1p6/k7 w - - ,249
KQPKBP,12269985740,2825483756,4b3/8/8/Q7/8/1k2P3/1p6/2K5 w - - ,251
KQPKRP,12269985740,3648338241,8/8/8/1K6/2Q5/1r2P3/1k4p1/8 w - - ,251
KQPKQP,12269985740,2972058865,8/3q4/2p4P/8/7Q/1k6/8/K7 w - - ,301
KPKNNP,6625690560,3187239371,8/8/p4KP1/8/8/8/7n/k2n4 w - - ,233
KPKBNP,13251381120,6945453946,K7/P7/1p6/8/6n1/2b5/8/3k4 w - - ,447
KPKRNP,13251381120,4613705778,7n/1r2P3/6p1/8/8/8/3k4/K7 w - - ,327
KPKQNP,13251381120,3807072995,8/4q3/3K4/1p5P/8/8/1n6/k7 w - - ,115
KPKBBP,6625690560,2921933121,8/3k1P2/8/8/2p5/2b5/8/3b3K w - - ,309
KPKRBP,13251381120,4216642368,1b4r1/P7/8/4p3/8/8/3k4/K7 w - - ,231
KPKQBP,13251381120,3564188947,4q3/3K2P1/8/8/1p6/8/3b4/k7 w - - ,101
KPKRRP,6625690560,1637435387,K7/2P5/8/2k2p2/8/4r3/8/7r w - - ,213
KPKQRP,13251381120,2492086872,K6q/6P1/4r3/8/5p2/8/2k5/8 w - - ,205
KPKQQP,6625690560,776147625,1K5q/6P1/8/8/3k4/8/3p4/q7 w - - ,55
KNNKPP,3046273368,1486580159,N7/pp6/8/8/8/K7/8/1Nk5 w - - ,259
KBNKPP,6423084908,3211622287,k1K5/7p/6NB/8/8/5p2/8/8 w - - ,247
KRNKPP,6371756294,1892555390,8/2K5/R6N/8/8/2p5/5p2/3k4 w - - ,375
KQNKPP,6046930958,1146091252,8/3k4/3N1p2/6K1/8/8/p2Q4/8 w - - ,125
KNKNPP,6421398458,2794089146,2N5/2p5/8/8/8/p7/2n5/k1K5 w - - ,33
KNKBPP,6421398458,2911709193,1b6/2p5/8/8/1N6/p7/8/k1K5 w - - ,35
KNKRPP,6421398458,2656012886,2N5/2p5/8/8/8/p7/2r5/k1K5 w - - ,33
KNKQPP,6421398458,1671938132,2N5/2p5/8/8/8/p7/2q5/k1K5 w - - ,33
KBBKPP,3271423410,821137247,B7/B7/8/5p2/8/2p5/1K1k4/8 w - - ,207
KRBKPP,6602996880,1653976842,8/8/8/8/B7/3k4/2Rp1p1K/8 w - - ,415
KQBKPP,6265091524,988510803,8/8/8/4K3/8/8/p1B1Q2p/2k5 w - - ,91
KBKNPP,6655153744,2301279956,8/8/8/8/8/4p3/p2n4/k1K1B3 w - - ,37
KBKBPP,6655153744,2175036837,8/B7/8/4p3/8/8/p6b/k1K5 w - - ,11
KBKRPP,6655153744,2670901742,8/8/8/r1p5/8/4B3/p7/k1K5 w - - ,11
KBKQPP,6655153744,1682065948,8/8/8/1p6/8/8/p2B4/k1K1q3 w - - ,7
KRRKPP,3219649556,585810561,8/8/k7/p7/1K6/3R4/2p1R3/8 w - - ,95
KQRKPP,6214937238,650691500,8/8/4QR2/8/8/4p3/1pk5/K7 w - - ,193
KRKNPP,6603510926,1264932385,k7/p7/8/1R6/pK6/5n2/8/8 w - - ,143
KRKBPP,6603510926,1386418357,k3b3/8/8/1K3p2/8/1p4R1/8/8 w - - ,93
KRKRPP,6603510926,2348989822,8/5p2/2R5/8/8/8/k1r1p3/3K4 w - - ,83
KRKQPP,6603510926,1979682160,8/5p2/2R5/8/8/8/k1q1p3/3K4 w - - ,83
KQQKPP,2896098302,210032966,6Q1/8/8/8/8/8/1pkp2Q1/K7 w - - ,79
KQKNPP,6263207894,1875763211,2Q5/8/8/4p3/8/8/n1p5/3k1K2 w - - ,197
KQKBPP,6263207894,1909435304,8/Q7/1p6/2b5/8/8/3p4/K1k5 w - - ,427
KQKRPP,6263207894,2264232541,7Q/2k2pp1/8/6r1/8/8/8/7K w - - ,241
KQKQPP,6263207894,2084503440,8/8/5K2/2p5/Q7/3p4/6q1/2k5 w - - ,87
KKNNPP,3384898440,889092004,,
KKBNPP,6769796880,1741024100,,
KKRNPP,6769796880,1281494266,,
KKQNPP,6769796880,1083690195,,
KKBBPP,3384898440,893815886,,
KKRBPP,6769796880,1267957703,,
KKQBPP,6769796880,1092003822,,
KKRRPP,3384898440,469858736,,
KKQRPP,6769796880,845737820,,
KKQQPP,3384898440,317720026,,
KNPPPK,1485187084,229923887,N7/1k5K/8/8/1P6/1P6/1P6/8 w - - ,63
KBPPPK,1538235782,238444188,8/1P6/kB6/8/P7/8/P7/7K w - - ,51
KRPPPK,1525863969,158168393,8/1R6/2k5/2P5/8/3P4/3P4/7K w - - ,29
KQPPPK,1448274103,102402134,8/8/8/8/8/2P5/k1PP4/2QK4 w - - ,25
KPPPKN,1537640536,448950604,8/2P5/3k1n2/8/4K3/6P1/6P1/8 w - - ,173
KPPPKB,1537640536,464799032,8/1P1k4/8/4K3/8/8/P3Pb2/8 w - - ,155
KPPPKR,1537640536,614541844,8/2P5/2P1r3/k7/8/2K5/5P2/8 w - - ,139
KPPPKQ,1537640536,560456828,k7/6P1/8/8/4q3/P7/5K1P/8 w - - ,355
KNPPKP,4652474595,1549840061,8/8/2PN4/8/6K1/4P3/k4p2/8 w - - ,261
KBPPKP,4817185130,1386787304,8/8/8/7B/4p2P/K2k3P/8/8 w - - ,301
KRPPKP,4779368307,921181949,8/k1P5/8/8/1R5P/8/7p/3K4 w - - ,421
KQPPKP,4538933773,518208839,8/8/8/Q7/8/8/1Pp1P3/1k1K4 w - - ,245
KPPKNP,4816216492,2093604992,8/8/8/4P3/1p6/4P3/k7/3nK3 w - - ,255
KPPKBP,4816216492,2061229458,8/8/8/1p6/4P3/2b1P3/k1K5/8 w - - ,255
KPPKRP,4816216492,2332466799,8/8/8/1p6/4P3/2r1P3/k1K5/8 w - - ,255
KPPKQP,4816216492,1584957261,8/P7/2p4P/3q4/k7/8/8/K7 w - - ,293
KNPKPP,4783242901,2250532570,8/p7/kP6/N7/K7/p7/8/8 w - - ,215
KBPKPP,4953633076,2126233937,8/1p6/8/7p/8/8/1k5P/3K1B2 w - - ,161
KRPKPP,4915107000,1750970008,8/1R3K2/8/4p3/8/2Pp4/3k4/8 w - - ,205
KQPKPP,4666845668,889344687,2k5/2p5/1K6/7P/7Q/8/6p1/8 w - - ,281
KPKNPP,4953510200,2327977716,8/1p6/3P4/3k4/6n1/2K5/3p4/8 w - - ,217
KPKBPP,4953510200,2173430299,8/8/6p1/1P6/4p3/1k5K/2b5/8 w - - ,423
KPKRPP,4953510200,1770127843,8/5ppP/1k6/6r1/8/8/8/7K w - - ,243
KPKQPP,4953510200,1306699673,8/P7/8/4q3/2pK4/3p4/8/k7 w - - ,85
KNKPPP,1615955390,547427885,8/2p5/3p4/5N2/8/p7/8/k1K5 w - - ,41
KBKPPP,1674683728,486992105,8/8/2p5/3p4/8/1K6/p7/k3B3 w - - ,11
KRKPPP,1661602662,676659006,8/8/8/R1p3p1/3K4/8/5p2/2k5 w - - ,105
KQKPPP,1576185998,395809038,8/1K6/5Q2/2p5/8/8/3p3p/2k5 w - - ,135
KKNPPP,1674934244,321199901,,
KKBPPP,1674934244,335894828,,
KKRPPP,1674934244,251961970,,
KKQPPP,1674934244,179032445,,
KPPPPK,275643069,30354259,K7/8/8/2kP4/6P1/6P1/6P1/8 w - - ,65
KPPPKP,1161163818,336069720,8/k7/5P2/6K1/8/P1p5/7P/8 w - - ,341
KPPKPP,1804428729,771644958,8/8/2p4P/5P2/1k6/4p3/K7/8 w - - ,281
KPKPPP,1227938280,584682071,8/1K6/2p4P/8/8/3p3p/1k6/8 w - - ,137
KKPPPP,309030300,51682351,,
